"trip_id","arrival_time","departure_time","stop_id","stop_sequence","pickup_type","drop_off_type"
"GO102_22_V4_6762","18:03:00","18:03:00","89","4","0","0"
"GO102_22_V4_6762","18:06:00","18:06:00","175","5","0","0"
"GO102_22_V4_6762","18:08:00","18:08:00","359","6","0","0"
"GO102_22_V4_6762","18:10:00","18:10:00","23","7","0","0"
"GO102_22_V4_6762","18:12:00","18:12:00","63","8","0","0"
"GO102_22_V4_6762","18:15:00","18:15:00","195","9","0","0"
"GO102_22_V4_6762","18:18:00","18:18:00","149","10","0","0"
"GO102_22_V4_6762","18:21:00","18:21:00","68","11","0","0"
"GO102_22_V4_6762","18:24:00","18:24:00","36","12","0","0"
"GO102_22_V4_6762","18:28:00","18:28:00","84","13","0","0"
"GO102_22_V4_6762_1","17:35:00","17:35:00","349","1","0","0"
"GO102_22_V4_6762_1","17:56:00","17:57:00","102","2","0","0"
"GO102_22_V4_6762_1","18:01:00","18:01:00","86","3","1","1"
"GO102_22_V4_6762_1","18:03:00","18:03:00","89","4","0","0"
"GO102_22_V4_6762_1","18:06:00","18:06:00","175","5","0","0"
"GO102_22_V4_6762_1","18:08:00","18:08:00","359","6","0","0"
"GO102_22_V4_6762_1","18:10:00","18:10:00","23","7","0","0"
"GO102_22_V4_6762_1","18:12:00","18:12:00","63","8","0","0"
"GO102_22_V4_6763","17:58:00","17:58:00","84","1","0","0"
"GO102_22_V4_6763","18:01:00","18:01:00","36","2","0","0"
"GO102_22_V4_6763","18:04:00","18:04:00","68","3","0","0"
"GO102_22_V4_6763","18:06:00","18:06:00","149","4","0","0"
"GO102_22_V4_6763","18:09:00","18:09:00","195","5","0","0"
"GO102_22_V4_6763","18:12:00","18:12:00","63","6","0","0"
"GO102_22_V4_6763","18:14:00","18:14:00","23","7","0","0"
"GO102_22_V4_6763","18:16:00","18:16:00","359","8","0","0"
"GO102_22_V4_6763","18:19:00","18:19:00","175","9","0","0"
"GO102_22_V4_6763","18:22:00","18:22:00","89","10","0","0"
"GO102_22_V4_6763","18:24:00","18:24:00","86","11","1","1"
"GO102_22_V4_6763","18:29:00","18:30:00","102","12","0","0"
"GO102_22_V4_6763","18:49:00","18:49:00","349","13","0","0"
"GO102_22_V4_6763_1","18:12:00","18:12:00","63","1","0","0"
"GO102_22_V4_6763_1","18:14:00","18:14:00","23","2","0","0"
"GO102_22_V4_6763_1","18:16:00","18:16:00","359","3","0","0"
"GO102_22_V4_6763_1","18:19:00","18:19:00","175","4","0","0"
"GO102_22_V4_6763_1","18:22:00","18:22:00","89","5","0","0"
"GO102_22_V4_6763_1","18:24:00","18:24:00","86","6","1","1"
"GO102_22_V4_6763_1","18:29:00","18:30:00","102","7","0","0"
"GO102_22_V4_6763_1","18:49:00","18:49:00","349","8","0","0"
"GO102_22_V4_6764","18:35:00","18:35:00","349","1","0","0"
"GO102_22_V4_6764","18:56:00","18:57:00","102","2","0","0"
"GO102_22_V4_6764","19:01:00","19:01:00","86","3","1","1"
"GO102_22_V4_6764","19:03:00","19:03:00","89","4","0","0"
"GO102_22_V4_6764","19:06:00","19:06:00","175","5","0","0"
"GO102_22_V4_6764","19:08:00","19:08:00","359","6","0","0"
"GO102_22_V4_6764","19:10:00","19:10:00","23","7","0","0"
"GO102_22_V4_6764","19:12:00","19:12:00","63","8","0","0"
"GO102_22_V4_6764","19:15:00","19:15:00","195","9","0","0"
"GO102_22_V4_6764","19:18:00","19:18:00","149","10","0","0"
"GO102_22_V4_6764","19:21:00","19:21:00","68","11","0","0"
"GO102_22_V4_6764","19:24:00","19:24:00","36","12","0","0"
"GO102_22_V4_6764","19:28:00","19:28:00","84","13","0","0"
"GO102_22_V4_6764_1","18:35:00","18:35:00","349","1","0","0"
"GO102_22_V4_6764_1","18:56:00","18:57:00","102","2","0","0"
"GO102_22_V4_6764_1","19:01:00","19:01:00","86","3","1","1"
"GO102_22_V4_6764_1","19:03:00","19:03:00","89","4","0","0"
"GO102_22_V4_6764_1","19:06:00","19:06:00","175","5","0","0"
"GO102_22_V4_6764_1","19:08:00","19:08:00","359","6","0","0"
"GO102_22_V4_6764_1","19:10:00","19:10:00","23","7","0","0"
"GO102_22_V4_6764_1","19:12:00","19:12:00","63","8","0","0"
"GO102_22_V4_6765","18:58:00","18:58:00","84","1","0","0"
"GO102_22_V4_6765","19:01:00","19:01:00","36","2","0","0"
"GO102_22_V4_6765","19:04:00","19:04:00","68","3","0","0"
"GO102_22_V4_6765","19:06:00","19:06:00","149","4","0","0"
"GO102_22_V4_6765","19:09:00","19:09:00","195","5","0","0"
"GO102_22_V4_6765","19:12:00","19:12:00","63","6","0","0"
"GO102_22_V4_6765","19:14:00","19:14:00","23","7","0","0"
"GO102_22_V4_6765","19:16:00","19:16:00","359","8","0","0"
"GO102_22_V4_6765","19:19:00","19:19:00","175","9","0","0"
"GO102_22_V4_6765","19:22:00","19:22:00","89","10","0","0"
"GO102_22_V4_6765","19:24:00","19:24:00","86","11","1","1"
"GO102_22_V4_6765","19:29:00","19:30:00","102","12","0","0"
"GO102_22_V4_6765","19:49:00","19:49:00","349","13","0","0"
"GO102_22_V4_6765_1","19:12:00","19:12:00","63","1","0","0"
"GO102_22_V4_6765_1","19:14:00","19:14:00","23","2","0","0"
"GO102_22_V4_6765_1","19:16:00","19:16:00","359","3","0","0"
"GO102_22_V4_6765_1","19:19:00","19:19:00","175","4","0","0"
"GO102_22_V4_6765_1","19:22:00","19:22:00","89","5","0","0"
"GO102_22_V4_6765_1","19:24:00","19:24:00","86","6","1","1"
"GO102_22_V4_6765_1","19:29:00","19:30:00","102","7","0","0"
"GO102_22_V4_6765_1","19:49:00","19:49:00","349","8","0","0"
"GO102_22_V4_6766","19:35:00","19:35:00","349","1","0","0"
"GO102_22_V4_6766","19:56:00","19:57:00","102","2","0","0"
"GO102_22_V4_6766","20:01:00","20:01:00","86","3","1","1"
"GO102_22_V4_6766","20:03:00","20:03:00","89","4","0","0"
"GO102_22_V4_6766","20:06:00","20:06:00","175","5","0","0"
"GO102_22_V4_6766","20:08:00","20:08:00","359","6","0","0"
"GO102_22_V4_6766","20:10:00","20:10:00","23","7","0","0"
"GO102_22_V4_6766","20:12:00","20:12:00","63","8","0","0"
"GO102_22_V4_6766","20:15:00","20:15:00","195","9","0","0"
"GO102_22_V4_6766","20:18:00","20:18:00","149","10","0","0"
"GO102_22_V4_6766","20:21:00","20:21:00","68","11","0","0"
"GO102_22_V4_6766","20:24:00","20:24:00","36","12","0","0"
"GO102_22_V4_6766","20:28:00","20:28:00","84","13","0","0"
"GO102_22_V4_6766_1","19:35:00","19:35:00","349","1","0","0"
"GO102_22_V4_6766_1","19:56:00","19:57:00","102","2","0","0"
"GO102_22_V4_6766_1","20:01:00","20:01:00","86","3","1","1"
"GO102_22_V4_6766_1","20:03:00","20:03:00","89","4","0","0"
"GO102_22_V4_6766_1","20:06:00","20:06:00","175","5","0","0"
"GO102_22_V4_6766_1","20:08:00","20:08:00","359","6","0","0"
"GO102_22_V4_6766_1","20:10:00","20:10:00","23","7","0","0"
"GO102_22_V4_6766_1","20:12:00","20:12:00","63","8","0","0"
"GO102_22_V4_6767","19:58:00","19:58:00","84","1","0","0"
"GO102_22_V4_6767","20:01:00","20:01:00","36","2","0","0"
"GO102_22_V4_6767","20:04:00","20:04:00","68","3","0","0"
"GO102_22_V4_6767","20:06:00","20:06:00","149","4","0","0"
"GO102_22_V4_6767","20:09:00","20:09:00","195","5","0","0"
"GO102_22_V4_6767","20:12:00","20:12:00","63","6","0","0"
"GO102_22_V4_6767","20:14:00","20:14:00","23","7","0","0"
"GO102_22_V4_6767","20:16:00","20:16:00","359","8","0","0"
"GO102_22_V4_6767","20:19:00","20:19:00","175","9","0","0"
"GO102_22_V4_6767","20:22:00","20:22:00","89","10","0","0"
"GO102_22_V4_6767","20:24:00","20:24:00","86","11","1","1"
"GO102_22_V4_6767","20:29:00","20:30:00","102","12","0","0"
"GO102_22_V4_6767","20:49:00","20:49:00","349","13","0","0"
"GO102_22_V4_6767_1","20:12:00","20:12:00","63","1","0","0"
"GO102_22_V4_6767_1","20:14:00","20:14:00","23","2","0","0"
"GO102_22_V4_6767_1","20:16:00","20:16:00","359","3","0","0"
"GO102_22_V4_6767_1","20:19:00","20:19:00","175","4","0","0"
"GO102_22_V4_6767_1","20:22:00","20:22:00","89","5","0","0"
"GO102_22_V4_6767_1","20:24:00","20:24:00","86","6","1","1"
"GO102_22_V4_6767_1","20:29:00","20:30:00","102","7","0","0"
"GO102_22_V4_6767_1","20:49:00","20:49:00","349","8","0","0"
"GO102_22_V4_6768","20:35:00","20:35:00","349","1","0","0"
"GO102_22_V4_6768","20:56:00","20:57:00","102","2","0","0"
"GO102_22_V4_6768","21:01:00","21:01:00","86","3","1","1"
"GO102_22_V4_6768","21:03:00","21:03:00","89","4","0","0"
"GO102_22_V4_6768","21:06:00","21:06:00","175","5","0","0"
"GO102_22_V4_6768","21:08:00","21:08:00","359","6","0","0"
"GO102_22_V4_6768","21:10:00","21:10:00","23","7","0","0"
"GO102_22_V4_6768","21:12:00","21:12:00","63","8","0","0"
"GO102_22_V4_6768","21:15:00","21:15:00","195","9","0","0"
"GO102_22_V4_6768","21:18:00","21:18:00","149","10","0","0"
"GO102_22_V4_6768","21:21:00","21:21:00","68","11","0","0"
"GO102_22_V4_6768","21:24:00","21:24:00","36","12","0","0"
"GO102_22_V4_6768","21:28:00","21:28:00","84","13","0","0"
"GO102_22_V4_6768_1","20:35:00","20:35:00","349","1","0","0"
"GO102_22_V4_6768_1","20:56:00","20:57:00","102","2","0","0"
"GO102_22_V4_6768_1","21:01:00","21:01:00","86","3","1","1"
"GO102_22_V4_6768_1","21:03:00","21:03:00","89","4","0","0"
"GO102_22_V4_6768_1","21:06:00","21:06:00","175","5","0","0"
"GO102_22_V4_6768_1","21:08:00","21:08:00","359","6","0","0"
"GO102_22_V4_6768_1","21:10:00","21:10:00","23","7","0","0"
"GO102_22_V4_6768_1","21:12:00","21:12:00","63","8","0","0"
"GO102_22_V4_6769","20:58:00","20:58:00","84","1","0","0"
"GO102_22_V4_6769","21:01:00","21:01:00","36","2","0","0"
"GO102_22_V4_6769","21:04:00","21:04:00","68","3","0","0"
"GO102_22_V4_6769","21:06:00","21:06:00","149","4","0","0"
"GO102_22_V4_6769","21:09:00","21:09:00","195","5","0","0"
"GO102_22_V4_6769","21:12:00","21:12:00","63","6","0","0"
"GO102_22_V4_6769","21:14:00","21:14:00","23","7","0","0"
"GO102_22_V4_6769","21:16:00","21:16:00","359","8","0","0"
"GO102_22_V4_6769","21:19:00","21:19:00","175","9","0","0"
"GO102_22_V4_6769","21:22:00","21:22:00","89","10","0","0"
"GO102_22_V4_6769","21:24:00","21:24:00","86","11","1","1"
"GO102_22_V4_6769","21:29:00","21:30:00","102","12","0","0"
"GO102_22_V4_6769","21:49:00","21:49:00","349","13","0","0"
"GO102_22_V4_6769_1","21:12:00","21:12:00","63","1","0","0"
"GO102_22_V4_6769_1","21:14:00","21:14:00","23","2","0","0"
"GO102_22_V4_6769_1","21:16:00","21:16:00","359","3","0","0"
"GO102_22_V4_6769_1","21:19:00","21:19:00","175","4","0","0"
"GO102_22_V4_6769_1","21:22:00","21:22:00","89","5","0","0"
"GO102_22_V4_6769_1","21:24:00","21:24:00","86","6","1","1"
"GO102_22_V4_6769_1","21:29:00","21:30:00","102","7","0","0"
"GO102_22_V4_6769_1","21:49:00","21:49:00","349","8","0","0"
"GO102_22_V4_6770","21:35:00","21:35:00","349","1","0","0"
"GO102_22_V4_6770","21:56:00","21:57:00","102","2","0","0"
"GO102_22_V4_6770","22:01:00","22:01:00","86","3","1","1"
"GO102_22_V4_6770","22:03:00","22:03:00","89","4","0","0"
"GO102_22_V4_6770","22:06:00","22:06:00","175","5","0","0"
"GO102_22_V4_6770","22:08:00","22:08:00","359","6","0","0"
"GO102_22_V4_6770","22:10:00","22:10:00","23","7","0","0"
"GO102_22_V4_6770","22:12:00","22:12:00","63","8","0","0"
"GO102_22_V4_6770","22:15:00","22:15:00","195","9","0","0"
"GO102_22_V4_6770","22:18:00","22:18:00","149","10","0","0"
"GO102_22_V4_6770","22:21:00","22:21:00","68","11","0","0"
"GO102_22_V4_6770","22:24:00","22:24:00","36","12","0","0"
"GO102_22_V4_6770","22:28:00","22:28:00","84","13","0","0"
"GO102_22_V4_6770_1","21:35:00","21:35:00","349","1","0","0"
"GO102_22_V4_6770_1","21:56:00","21:57:00","102","2","0","0"
"GO102_22_V4_6770_1","22:01:00","22:01:00","86","3","1","1"
"GO102_22_V4_6770_1","22:03:00","22:03:00","89","4","0","0"
"GO102_22_V4_6770_1","22:06:00","22:06:00","175","5","0","0"
"GO102_22_V4_6770_1","22:08:00","22:08:00","359","6","0","0"
"GO102_22_V4_6770_1","22:10:00","22:10:00","23","7","0","0"
"GO102_22_V4_6770_1","22:12:00","22:12:00","63","8","0","0"
"GO102_22_V4_6771","21:58:00","21:58:00","84","1","0","0"
"GO102_22_V4_6771","22:01:00","22:01:00","36","2","0","0"
"GO102_22_V4_6771","22:04:00","22:04:00","68","3","0","0"
"GO102_22_V4_6771","22:06:00","22:06:00","149","4","0","0"
"GO102_22_V4_6771","22:09:00","22:09:00","195","5","0","0"
"GO102_22_V4_6771","22:12:00","22:12:00","63","6","0","0"
"GO102_22_V4_6771","22:14:00","22:14:00","23","7","0","0"
"GO102_22_V4_6771","22:16:00","22:16:00","359","8","0","0"
"GO102_22_V4_6771","22:19:00","22:19:00","175","9","0","0"
"GO102_22_V4_6771","22:22:00","22:22:00","89","10","0","0"
"GO102_22_V4_6771","22:24:00","22:24:00","86","11","1","1"
"GO102_22_V4_6771","22:29:00","22:30:00","102","12","0","0"
"GO102_22_V4_6771","22:49:00","22:49:00","349","13","0","0"
"GO102_22_V4_6771_1","22:12:00","22:12:00","63","1","0","0"
"GO102_22_V4_6771_1","22:14:00","22:14:00","23","2","0","0"
"GO102_22_V4_6771_1","22:16:00","22:16:00","359","3","0","0"
"GO102_22_V4_6771_1","22:19:00","22:19:00","175","4","0","0"
"GO102_22_V4_6771_1","22:22:00","22:22:00","89","5","0","0"
"GO102_22_V4_6771_1","22:24:00","22:24:00","86","6","1","1"
"GO102_22_V4_6771_1","22:29:00","22:30:00","102","7","0","0"
"GO102_22_V4_6771_1","22:49:00","22:49:00","349","8","0","0"
"GO102_22_V4_6772","22:35:00","22:35:00","349","1","0","0"
"GO102_22_V4_6772","22:56:00","22:57:00","102","2","0","0"
"GO102_22_V4_6772","23:01:00","23:01:00","86","3","1","1"
"GO102_22_V4_6772","23:03:00","23:03:00","89","4","0","0"
"GO102_22_V4_6772","23:06:00","23:06:00","175","5","0","0"
"GO102_22_V4_6772","23:08:00","23:08:00","359","6","0","0"
"GO102_22_V4_6772","23:10:00","23:10:00","23","7","0","0"
"GO102_22_V4_6772","23:12:00","23:12:00","63","8","0","0"
"GO102_22_V4_6772","23:15:00","23:15:00","195","9","0","0"
"GO102_22_V4_6772","23:18:00","23:18:00","149","10","0","0"
"GO102_22_V4_6772","23:21:00","23:21:00","68","11","0","0"
"GO102_22_V4_6772","23:24:00","23:24:00","36","12","0","0"
"GO102_22_V4_6772","23:28:00","23:28:00","84","13","0","0"
"GO102_22_V4_6772_1","22:35:00","22:35:00","349","1","0","0"
"GO102_22_V4_6772_1","22:56:00","22:57:00","102","2","0","0"
"GO102_22_V4_6772_1","23:01:00","23:01:00","86","3","1","1"
"GO102_22_V4_6772_1","23:03:00","23:03:00","89","4","0","0"
"GO102_22_V4_6772_1","23:06:00","23:06:00","175","5","0","0"
"GO102_22_V4_6772_1","23:08:00","23:08:00","359","6","0","0"
"GO102_22_V4_6772_1","23:10:00","23:10:00","23","7","0","0"
"GO102_22_V4_6772_1","23:12:00","23:12:00","63","8","0","0"
"GO102_22_V4_6773","22:58:00","22:58:00","84","1","0","0"
"GO102_22_V4_6773","23:01:00","23:01:00","36","2","0","0"
"GO102_22_V4_6773","23:04:00","23:04:00","68","3","0","0"
"GO102_22_V4_6773","23:06:00","23:06:00","149","4","0","0"
"GO102_22_V4_6773","23:09:00","23:09:00","195","5","0","0"
"GO102_22_V4_6773","23:12:00","23:12:00","63","6","0","0"
"GO102_22_V4_6773","23:14:00","23:14:00","23","7","0","0"
"GO102_22_V4_6773","23:16:00","23:16:00","359","8","0","0"
"GO102_22_V4_6773","23:19:00","23:19:00","175","9","0","0"
"GO102_22_V4_6773","23:22:00","23:22:00","89","10","0","0"
"GO102_22_V4_6773","23:24:00","23:24:00","86","11","1","1"
"GO102_22_V4_6773","23:29:00","23:30:00","102","12","0","0"
"GO102_22_V4_6773","23:49:00","23:49:00","349","13","0","0"
"GO102_22_V4_6773_1","23:12:00","23:12:00","63","1","0","0"
"GO102_22_V4_6773_1","23:14:00","23:14:00","23","2","0","0"
"GO102_22_V4_6773_1","23:16:00","23:16:00","359","3","0","0"
"GO102_22_V4_6773_1","23:19:00","23:19:00","175","4","0","0"
"GO102_22_V4_6773_1","23:22:00","23:22:00","89","5","0","0"
"GO102_22_V4_6773_1","23:24:00","23:24:00","86","6","1","1"
"GO102_22_V4_6773_1","23:29:00","23:30:00","102","7","0","0"
"GO102_22_V4_6773_1","23:49:00","23:49:00","349","8","0","0"
"GO102_22_V4_6774","23:35:00","23:35:00","349","1","0","0"
"GO102_22_V4_6774","23:56:00","23:57:00","102","2","0","0"
"GO102_22_V4_6774","24:01:00","24:01:00","86","3","1","1"
"GO102_22_V4_6774","24:03:00","24:03:00","89","4","0","0"
"GO102_22_V4_6774","24:06:00","24:06:00","175","5","0","0"
"GO102_22_V4_6774","24:08:00","24:08:00","359","6","0","0"
"GO102_22_V4_6774","24:10:00","24:10:00","23","7","0","0"
"GO102_22_V4_6774","24:12:00","24:12:00","63","8","0","0"
"GO102_22_V4_6774","24:15:00","24:15:00","195","9","0","0"
"GO102_22_V4_6774","24:18:00","24:18:00","149","10","0","0"
"GO102_22_V4_6774","24:20:00","24:20:00","68","11","0","0"
"GO102_22_V4_6774","24:23:00","24:23:00","36","12","0","0"
"GO102_22_V4_6774","24:27:00","24:27:00","84","13","0","0"
"GO102_22_V4_6774_1","23:35:00","23:35:00","349","1","0","0"
"GO102_22_V4_6774_1","23:56:00","23:57:00","102","2","0","0"
"GO102_22_V4_6774_1","24:01:00","24:01:00","86","3","1","1"
"GO102_22_V4_6774_1","24:03:00","24:03:00","89","4","0","0"
"GO102_22_V4_6774_1","24:06:00","24:06:00","175","5","0","0"
"GO102_22_V4_6774_1","24:08:00","24:08:00","359","6","0","0"
"GO102_22_V4_6774_1","24:10:00","24:10:00","23","7","0","0"
"GO102_22_V4_6774_1","24:12:00","24:12:00","63","8","0","0"
"GO102_22_V4_6801","00:01:00","00:01:00","113","1","0","0"
"GO102_22_V4_6801","00:07:00","00:07:00","99","2","0","0"
"GO102_22_V4_6801","00:11:00","00:11:00","155","3","0","0"
"GO102_22_V4_6801","00:13:00","00:13:00","51","4","0","0"
"GO102_22_V4_6801","00:15:00","00:15:00","31","5","0","0"
"GO102_22_V4_6801","00:18:00","00:18:00","125","6","0","0"
"GO102_22_V4_6801","00:21:00","00:21:00","211","7","0","0"
"GO102_22_V4_6801","00:31:00","00:32:00","102","8","0","0"
"GO102_22_V4_6801","00:39:00","00:39:00","214","9","0","0"
"GO102_22_V4_6801","00:49:00","00:49:00","349","10","0","0"
"GO102_22_V4_6802","00:52:00","00:52:00","349","1","0","0"
"GO102_22_V4_6802","01:08:00","01:08:00","107","2","0","0"
"GO102_22_V4_6802","01:12:00","01:13:00","102","3","0","0"
"GO102_22_V4_6802","01:19:00","01:19:00","119","4","0","0"
"GO102_22_V4_6802","01:21:00","01:21:00","122","5","0","0"
"GO102_22_V4_6802","01:24:00","01:24:00","180","6","0","0"
"GO102_22_V4_6802","01:27:00","01:27:00","211","7","0","0"
"GO102_22_V4_6802","01:30:00","01:30:00","125","8","0","0"
"GO102_22_V4_6802","01:32:00","01:32:00","31","9","0","0"
"GO102_22_V4_6802","01:34:00","01:34:00","51","10","0","0"
"GO102_22_V4_6802","01:36:00","01:36:00","155","11","0","0"
"GO102_22_V4_6802","01:40:00","01:40:00","99","12","0","0"
"GO102_22_V4_6802","01:47:00","01:47:00","113","13","0","0"
"GO102_22_V4_6804","01:52:00","01:52:00","237","1","0","0"
"GO102_22_V4_6804","02:06:00","02:06:00","55","2","0","0"
"GO102_22_V4_6804","02:12:00","02:13:00","102","3","0","0"
"GO102_22_V4_6804","02:19:00","02:19:00","119","4","0","0"
"GO102_22_V4_6804","02:21:00","02:21:00","122","5","0","0"
"GO102_22_V4_6804","02:24:00","02:24:00","180","6","0","0"
"GO102_22_V4_6804","02:27:00","02:27:00","211","7","0","0"
"GO102_22_V4_6804","02:30:00","02:30:00","125","8","0","0"
"GO102_22_V4_6804","02:32:00","02:32:00","31","9","0","0"
"GO102_22_V4_6804","02:34:00","02:34:00","51","10","0","0"
"GO102_22_V4_6804","02:36:00","02:36:00","155","11","0","0"
"GO102_22_V4_6804","02:40:00","02:40:00","99","12","0","0"
"GO102_22_V4_6804","02:47:00","02:47:00","113","13","0","0"
"GO102_22_V4_6805","03:52:00","03:52:00","113","1","0","0"
"GO102_22_V4_6805","03:58:00","03:58:00","99","2","0","0"
"GO102_22_V4_6805","04:02:00","04:02:00","155","3","0","0"
"GO102_22_V4_6805","04:04:00","04:04:00","51","4","0","0"
"GO102_22_V4_6805","04:06:00","04:06:00","31","5","0","0"
"GO102_22_V4_6805","04:09:00","04:09:00","125","6","0","0"
"GO102_22_V4_6805","04:12:00","04:12:00","211","7","0","0"
"GO102_22_V4_6805","04:15:00","04:15:00","180","8","0","0"
"GO102_22_V4_6805","04:18:00","04:18:00","122","9","0","0"
"GO102_22_V4_6805","04:20:00","04:20:00","119","10","0","0"
"GO102_22_V4_6805","04:27:00","04:28:00","102","11","0","0"
"GO102_22_V4_6805","04:33:00","04:33:00","55","12","0","0"
"GO102_22_V4_6805","04:46:00","04:46:00","237","13","0","0"
"GO102_22_V4_6806","03:47:00","03:47:00","237","1","0","0"
"GO102_22_V4_6806","04:01:00","04:01:00","55","2","0","0"
"GO102_22_V4_6806","04:07:00","04:08:00","102","3","0","0"
"GO102_22_V4_6806","04:14:00","04:14:00","119","4","0","0"
"GO102_22_V4_6806","04:16:00","04:16:00","122","5","0","0"
"GO102_22_V4_6806","04:19:00","04:19:00","180","6","0","0"
"GO102_22_V4_6806","04:22:00","04:22:00","211","7","0","0"
"GO102_22_V4_6806","04:25:00","04:25:00","125","8","0","0"
"GO102_22_V4_6806","04:27:00","04:27:00","31","9","0","0"
"GO102_22_V4_6806","04:29:00","04:29:00","51","10","0","0"
"GO102_22_V4_6806","04:31:00","04:31:00","155","11","0","0"
"GO102_22_V4_6806","04:35:00","04:35:00","99","12","0","0"
"GO102_22_V4_6806","04:42:00","04:42:00","113","13","0","0"
"GO102_22_V4_6807","04:52:00","04:52:00","113","1","0","0"
"GO102_22_V4_6807","04:58:00","04:58:00","99","2","0","0"
"GO102_22_V4_6807","05:02:00","05:02:00","155","3","0","0"
"GO102_22_V4_6807","05:04:00","05:04:00","51","4","0","0"
"GO102_22_V4_6807","05:06:00","05:06:00","31","5","0","0"
"GO102_22_V4_6807","05:09:00","05:09:00","125","6","0","0"
"GO102_22_V4_6807","05:12:00","05:12:00","211","7","0","0"
"GO102_22_V4_6807","05:15:00","05:15:00","180","8","0","0"
"GO102_22_V4_6807","05:18:00","05:18:00","122","9","0","0"
"GO102_22_V4_6807","05:20:00","05:20:00","119","10","0","0"
"GO102_22_V4_6807","05:27:00","05:28:00","102","11","0","0"
"GO102_22_V4_6807","05:35:00","05:35:00","214","12","0","0"
"GO102_22_V4_6807","05:46:00","05:46:00","349","13","0","0"
"GO102_22_V4_6809","05:42:00","05:42:00","113","1","0","0"
"GO102_22_V4_6809","05:48:00","05:48:00","99","2","0","0"
"GO102_22_V4_6809","05:52:00","05:52:00","155","3","0","0"
"GO102_22_V4_6809","05:54:00","05:54:00","51","4","0","0"
"GO102_22_V4_6809","05:56:00","05:56:00","31","5","0","0"
"GO102_22_V4_6809","05:59:00","05:59:00","125","6","0","0"
"GO102_22_V4_6809","06:02:00","06:02:00","211","7","0","0"
"GO102_22_V4_6809","06:05:00","06:05:00","180","8","0","0"
"GO102_22_V4_6809","06:08:00","06:08:00","122","9","0","0"
"GO102_22_V4_6809","06:10:00","06:10:00","119","10","0","0"
"GO102_22_V4_6809","06:17:00","06:18:00","102","11","0","0"
"GO102_22_V4_6809","06:25:00","06:25:00","214","12","0","0"
"GO102_22_V4_6809","06:36:00","06:36:00","349","13","0","0"
"GO102_22_V4_6810","05:34:00","05:34:00","349","1","0","0"
"GO102_22_V4_6810","05:46:00","05:46:00","214","2","0","0"
"GO102_22_V4_6810","05:55:00","05:56:00","102","3","0","0"
"GO102_22_V4_6810","06:02:00","06:02:00","119","4","0","0"
"GO102_22_V4_6810","06:04:00","06:04:00","122","5","0","0"
"GO102_22_V4_6810","06:07:00","06:07:00","180","6","0","0"
"GO102_22_V4_6810","06:10:00","06:10:00","211","7","0","0"
"GO102_22_V4_6810","06:13:00","06:13:00","125","8","0","0"
"GO102_22_V4_6810","06:15:00","06:15:00","31","9","0","0"
"GO102_22_V4_6810","06:17:00","06:17:00","51","10","0","0"
"GO102_22_V4_6810","06:19:00","06:19:00","155","11","0","0"
"GO102_22_V4_6810","06:23:00","06:23:00","99","12","0","0"
"GO102_22_V4_6810","06:30:00","06:30:00","113","13","0","0"
"GO102_22_V4_6811","06:42:00","06:42:00","113","1","0","0"
"GO102_22_V4_6811","06:48:00","06:48:00","99","2","0","0"
"GO102_22_V4_6811","06:52:00","06:52:00","155","3","0","0"
"GO102_22_V4_6811","06:54:00","06:54:00","51","4","0","0"
"GO102_22_V4_6811","06:56:00","06:56:00","31","5","0","0"
"GO102_22_V4_6811","06:59:00","06:59:00","125","6","0","0"
"GO102_22_V4_6811","07:02:00","07:02:00","211","7","0","0"
"GO102_22_V4_6811","07:05:00","07:05:00","180","8","0","0"
"GO102_22_V4_6811","07:08:00","07:08:00","122","9","0","0"
"GO102_22_V4_6811","07:10:00","07:10:00","119","10","0","0"
"GO102_22_V4_6811","07:17:00","07:18:00","102","11","0","0"
"GO102_22_V4_6811","07:25:00","07:25:00","214","12","0","0"
"GO102_22_V4_6811","07:36:00","07:36:00","349","13","0","0"
"GO102_22_V4_6812","06:51:00","06:51:00","349","1","0","0"
"GO102_22_V4_6812","07:02:00","07:02:00","214","2","0","0"
"GO102_22_V4_6812","07:11:00","07:12:00","102","3","0","0"
"GO102_22_V4_6812","07:18:00","07:18:00","119","4","0","0"
"GO102_22_V4_6812","07:20:00","07:20:00","122","5","0","0"
"GO102_22_V4_6812","07:23:00","07:23:00","180","6","0","0"
"GO102_22_V4_6812","07:26:00","07:26:00","211","7","0","0"
"GO102_22_V4_6812","07:29:00","07:29:00","125","8","0","0"
"GO102_22_V4_6812","07:31:00","07:31:00","31","9","0","0"
"GO102_22_V4_6812","07:33:00","07:33:00","51","10","0","0"
"GO102_22_V4_6812","07:35:00","07:35:00","155","11","0","0"
"GO102_22_V4_6812","07:39:00","07:39:00","99","12","0","0"
"GO102_22_V4_6812","07:46:00","07:46:00","113","13","0","0"
"GO102_22_V4_6813","07:52:00","07:52:00","113","1","0","0"
"GO102_22_V4_6813","07:58:00","07:58:00","99","2","0","0"
"GO102_22_V4_6813","08:02:00","08:02:00","155","3","0","0"
"GO102_22_V4_6813","08:04:00","08:04:00","51","4","0","0"
"GO102_22_V4_6813","08:06:00","08:06:00","31","5","0","0"
"GO102_22_V4_6813","08:09:00","08:09:00","125","6","0","0"
"GO102_22_V4_6813","08:12:00","08:12:00","211","7","0","0"
