"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"12","A3354DB4","GO303_24_8922","Jamaica","8922","0","76789C63","0"
"12","A3354DB4","GO303_24_8923","Atlantic Terminal","8923","1","76789C63W","0"
"12","A3354DB4","GO303_24_8924","Jamaica","8924","0","76789C63","0"
"12","A3354DB4","GO303_24_8925","Atlantic Terminal","8925","1","76789C63W","0"
"12","A3354DB4","GO303_24_8926","Jamaica","8926","0","76789C63","0"
"12","A3354DB4","GO303_24_8927","Atlantic Terminal","8927","1","76789C63W","0"
"12","A3354DB4","GO303_24_8928","Jamaica","8928","0","76789C63","0"
"12","A3354DB4","GO303_24_8929","Atlantic Terminal","8929","1","76789C63W","0"
"12","A3354DB4","GO303_24_8930","Jamaica","8930","0","76789C63","0"
"12","A3354DB4","GO303_24_8931","Atlantic Terminal","8931","1","76789C63W","0"
"12","A3354DB4","GO303_24_8932","Jamaica","8932","0","76789C63","0"
"12","A3354DB4","GO303_24_8933","Atlantic Terminal","8933","1","76789C63W","0"
"12","A3354DB4","GO303_24_8934","Jamaica","8934","0","76789C63","0"
"12","A3354DB4","GO303_24_8935","Atlantic Terminal","8935","1","76789C63W","0"
"12","A3354DB4","GO303_24_8936","Jamaica","8936","0","76789C63","0"
"12","A3354DB4","GO303_24_8937","Atlantic Terminal","8937","1","76789C63W","0"
"12","A3354DB4","GO303_24_8938","Jamaica","8938","0","76789C63","0"
"12","A3354DB4","GO303_24_8939","Atlantic Terminal","8939","1","76789C63W","0"
"12","A3354DB4","GO303_24_8940","Jamaica","8940","0","76789C63","0"
"12","A3354DB4","GO303_24_8941","Atlantic Terminal","8941","1","76789C63W","0"
"12","A3354DB4","GO303_24_8942","Jamaica","8942","0","76789C63","0"
"12","A3354DB4","GO303_24_8943","Atlantic Terminal","8943","1","76789C63W","0"
"12","A3354DB4","GO303_24_8944","Jamaica","8944","0","76789C63","0"
"12","A3354DB4","GO303_24_8945","Atlantic Terminal","8945","1","76789C63W","0"
"12","A3354DB4","GO303_24_8946","Jamaica","8946","0","76789C63","0"
"12","A3354DB4","GO303_24_8947","Atlantic Terminal","8947","1","76789C63W","0"
"12","A3354DB4","GO303_24_8948","Jamaica","8948","0","76789C63","0"
"12","A3354DB4","GO303_24_8949","Atlantic Terminal","8949","1","76789C63W","0"
"12","A3354DB4","GO303_24_8950","Jamaica","8950","0","76789C63","0"
"12","A3354DB4","GO303_24_8951","Atlantic Terminal","8951","1","76789C63W","0"
"12","A3354DB4","GO303_24_8952","Jamaica","8952","0","76789C63","0"
"12","A3354DB4","GO303_24_8953","Atlantic Terminal","8953","1","76789C63W","0"
"12","A3354DB4","GO303_24_8954","Jamaica","8954","0","76789C63","0"
"12","A3354DB4","GO303_24_8955","Atlantic Terminal","8955","1","76789C63W","0"
"12","A3354DB4","GO303_24_8956","Jamaica","8956","0","76789C63","0"
"12","A3354DB4","GO303_24_8957","Atlantic Terminal","8957","1","76789C63W","0"
"12","A3354DB4","GO303_24_8958","Jamaica","8958","0","76789C63","0"
"12","A3354DB4","GO303_24_8959","Atlantic Terminal","8959","1","76789C63W","0"
"12","A3354DB4","GO303_24_8960","Jamaica","8960","0","76789C63","0"
"12","A3354DB4","GO303_24_8961","Atlantic Terminal","8961","1","76789C63W","0"
"12","A3354DB4","GO303_24_8970","Jamaica","8970","0","76789C63","0"
"12","A3354DB4","GO303_24_8971","Atlantic Terminal","8971","1","76789C63W","0"
"12","A3354DB4","GO303_24_8972","Jamaica","8972","0","76789C63","0"
"12","A3354DB4","GO303_24_8973","Atlantic Terminal","8973","1","76789C63W","0"
"12","A3354DB4","GO303_24_8974","Jamaica","8974","0","76789C63","0"
"12","A3354DB4","GO303_24_8975","Atlantic Terminal","8975","1","76789C63W","0"
"12","A3354DB4","GO303_24_8976","Jamaica","8976","0","76789C63","0"
"12","A3354DB4","GO303_24_8977","Atlantic Terminal","8977","1","76789C63W","0"
"12","A3354DB4","GO303_24_8978","Jamaica","8978","0","76789C63","0"
"12","A3354DB4","GO303_24_8979","Atlantic Terminal","8979","1","76789C63W","0"
"12","A3354DB4","GO303_24_8980","Jamaica","8980","0","76789C63","0"
"12","A3354DB4","GO303_24_8981","Atlantic Terminal","8981","1","76789C63W","0"
"4","1FBA2C27","GO303_24_10903","Riverhead (Bus)","10903","1","49D4D59DW","1"
"4","1FBA2C27","GO303_24_10904","Greenport (Bus)","10904","0","49D4D59D","0"
"4","1FBA2C27","GO303_24_10905","Riverhead (Bus)","10905","1","49D4D59DW","0"
"4","1FBA2C27","GO303_24_10906","Greenport (Bus)","10906","0","49D4D59D","0"
"4","1FBA2C27","GO303_24_10951","Riverhead (Bus)","10951","1","49D4D59DW","0"
"4","1FBA2C27","GO303_24_10956","Greenport (Bus)","10956","0","49D4D59D","1"
"4","1FBA2C27","GO303_24_10957","Riverhead (Bus)","10957","1","49D4D59DW","0"
"4","E3E31965","GO303_24_16902","Greenport (Bus)","16902","0","49D4D59D","0"
"4","E3E31965","GO303_24_16903","Riverhead (Bus)","16903","1","49D4D59DW","0"
"4","E3E31965","GO303_24_16904","Greenport (Bus)","16904","0","49D4D59D","0"
"4","E3E31965","GO303_24_16905","Riverhead (Bus)","16905","1","49D4D59DW","0"
"4","E3E31965","GO303_24_16950","Greenport (Bus)","16950","0","49D4D59D","0"
